doc,so_hieu,loai,co_quan,ky_tu,ty_le_dau,ngay,ngay_iso,ngay_hop_le,nguoi_ky,hoc_ham,chuc_danh,can_cu,hieu_luc,loai_hieu_luc,so_dieu,so_khoan,rac
0350,58/2010/QH12,L,QH12,47670,0.3054924187933366,"Luật này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XII, kỳ họp thứ 8 thông qua ngày 15 tháng 11 năm 2010",2010-11-15,True,Nguyễn Phú Trọng,,Chủ tịch,1,0,,62,187,
0351,599/QĐ-BGDĐT,QĐ,BGDĐT,14887,0.28636959370904325,ngày 28 tháng 02 năm 2023,2023-02-28,True,Nguyễn Văn Phúc,,Thứ trưởng,3,0,,3,15,
0352,3878/BGDĐT-PC,CV,BGDĐT,6237,0.317600352889281,ngày 24 tháng 7 năm 2014,2014-07-24,True,Phạm Mạnh Hùng,,Thứ trưởng,0,0,,0,0,
0374,59/2023/NĐ-CP,NĐ,CP,60309,0.2976105563480742,ngày 14 tháng 8 năm 2023,2023-08-14,True,Trần Lưu Quang,,Phó thủ tướng,3,0,,31,111,
0375,346/QĐ-TTG,QĐ,TTg,12007,0.276409666283084,ngày 06 tháng 4 năm 2023,2023-04-06,True,Trần Lưu Quang,,Phó thủ tướng,2,0,,3,11,
0376,4480/ĐHĐN-TTPC,CV,ĐHĐN,4309,0.3103560927801372,ngày 25 tháng 10 năm 2024,2024-10-25,True,Phó Giám Đốc,,Phó giám đốc,0,0,,0,0,
0392,322/QĐ-BGDĐT,QĐ,BGDĐT,12170,0.2914688729146887,ngày 24 tháng 01 năm 2025,2025-01-24,True,Nguyễn Văn Phúc,,Thứ trưởng,3,4,"AMENDED_BY,AMENDS",3,8,
0435,56/2024/NĐ-CP,NĐ,CP,32216,0.28527476284078285,ngày 18 tháng 5 năm 2024,2024-05-18,True,Trần Lưu Quang,,Phó thủ tướng,4,4,"AMENDS,REPEALS,REPLACES",4,51,
0459,404/QĐ-BGDĐT,QĐ,BGDĐT,23210,0.29174962667994025,ngày 13 tháng 02 năm 2026,2026-02-13,True,Nguyễn Văn Phúc,,Thứ trưởng,4,1,AMENDS,3,15,
0466,10/2026/NQ-CP,NQ,CP,19737,0.31134038494884686,ngày 25 tháng 03 năm 2026,2026-03-25,True,Hồ Quốc Dũng,,Phó thủ tướng,1,17,"AMENDED_BY,AMENDS,REPEALED_BY,REPLACED_BY",4,22,
0100,36/2009/QH12,L,QH12,44103,0.30664098900416226,"Luật này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XII, kỳ họp thứ 5 thông qua ngày 19 tháng 6 năm 2009",2009-06-19,True,Nguyễn Phú Trọng,,Chủ tịch,1,1,AMENDS,3,158,
0028,175/QĐ-ĐHBK,QĐ,ĐHBK,8902,0.2962211118051218,ngày 18 tháng 5 năm 2016,2016-05-18,True,Lê Kim Hùng,GS.TS,Hiệu trưởng,13,0,,13,27,
0029,176/QĐ-ĐHBK,QĐ,ĐHBK,4807,0.30271707028942707,ngày 18 tháng 5 năm 2016,2016-05-18,True,Lê Kim Hùng,GS.TS,Hiệu trưởng,9,0,,3,16,
0030,199/QĐ-ĐHBK,QĐ,ĐHBK,7699,0.2737923576063446,ngày 24 tháng 5 năm 2016,2016-05-24,True,Lê Kim Hùng,GS.TS,Hiệu trưởng,6,0,,3,6,
0032,1604/QĐ-ĐHBK,QĐ,ĐHBK,13410,0.26421813002340017,ngày 31 tháng 5 năm 2019,2019-05-31,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,8,0,,3,6,
0091,56/2010/QH12,L,QH12,82948,0.24912332691262903,"Luật này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XII,
kỳ họp thứ 8 thông qua ngày 15 tháng 11 năm 2010",2010-11-15,True,Nguyễn Phú Trọng,,Chủ tịch,1,1,AMENDED_BY,78,193,
0092,25/2018/QH14,L,QH14,71794,0.29089355236919573,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam
khóa XIV, kỳ họp thứ 5 thông qua ngày 12 tháng 6 năm 2018",2018-06-12,True,Nguyễn Thị Kim Ngân,,,1,0,,67,191,
0098,42/2013/QH13,L,QH13,46670,0.29570160274253565,"Luật này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIII, kỳ họp thứ 6 thông qua ngày 25 tháng 11 năm 2013",2013-11-25,True,Nguyễn Sinh Hùng,,Chủ tịch,1,1,AMENDED_BY,36,107,
0103,36/2018/QH14,L,QH14,92873,0.2761678685000224,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIV, kỳ họp thứ 6 thông qua ngày 20 tháng 11 năm 2018",2018-11-20,True,Nguyễn Thị Kim Ngân,,Chủ tịch,1,1,AMENDED_BY,96,279,
0115,31/2019/NĐ-CP,NĐ,CP,51626,0.2944154648665235,ngày 10 tháng 4 năm 2019,2019-04-10,True,Nguyễn Xuân Phúc,,Thủ tướng,3,0,,30,70,
0121,42/2013/NĐ-CP,NĐ,CP,25465,0.2526719205441002,Ngày 21-05-2013,2013-05-21,True,Nguyễn Tấn Dũng,,Thủ tướng,4,1,REPLACES,29,83,
0131,2/2011/QH13,L,QH13,61608,0.2834591928843487,"Luật này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIII, kỳ họp thứ 2 thông qua ngày 11 tháng 11 năm 2011",2011-11-11,True,Nguyễn Sinh Hùng,,Chủ tịch,1,1,AMENDED_BY,70,165,
0137,64/2014/NĐ-CP,NĐ,CP,41258,0.2877030933315613,Ngày 10-7-2014,2014-07-10,True,Nguyễn Tấn Dũng,,Thủ tướng,2,1,REPLACES,24,81,
0165,23/2016/TT-BGDĐT,TT,BGDĐT,36271,0.25886566694218127,Ngày 06-11-2016,2016-11-06,True,Phạm Mạnh Hùng,,Thứ trưởng,9,1,REPLACES,26,103,
0211,4751/QĐ-ĐHĐN,QĐ,ĐHĐN,40149,0.28777595756299246,ngày 07 tháng 12 năm 2022,2022-12-07,True,Nguyễn Ngọc Vũ,PGS.TS,Giám đốc,3,0,,28,64,
0238,4754/QĐ-ĐHĐN,QĐ,ĐHĐN,35061,0.2864508065461079,ngày 07 tháng 12 năm 2022,2022-12-07,True,Nguyễn Ngọc Vũ,PGS.TS,Giám đốc,2,0,,30,55,
0256,2858/QĐ-BGDĐT,QĐ,BGDĐT,19301,0.2631653655074521,ngày 29 tháng 09 năm 2023,2023-09-29,True,Nguyễn Kim Sơn,,Thứ trưởng,4,0,,20,48,
0290,11/2022/QH15,L,QH15,125990,0.2490276115575312,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XV, kỳ họp thứ 4 thông qua ngày 14 tháng 11 năm 2022",2022-11-14,True,Vương Đình Huệ,,Chủ tịch,1,2,"AMENDED_BY,AMENDS",118,369,
0291,59/2019/NĐ-CP,NĐ,CP,99368,0.2876904877879062,Ngày 12-7-2019,2019-07-12,True,Nguyễn Xuân Phúc,,Thủ tướng,2,3,"AMENDS,REPEALS",89,336,
0292,130/2020/NĐ-CP,NĐ,CP,60412,0.28522984174830446,Ngày 10-11-2020,2020-11-10,True,Nguyễn Xuân Phúc,,Thủ tướng,2,1,REPEALS,25,186,
0293,124/2020/NĐ-CP,NĐ,CP,93956,0.28495149798265945,Ngày 02-11-2020,2020-11-02,True,Nguyễn Xuân Phúc,,Thủ tướng,3,1,REPLACES,55,110,
0295,43/2023/NĐ-CP,NĐ,CP,63036,0.2591749033089815,ngày 30 tháng 6 năm 2023,2023-06-30,True,Lê Minh Khái,,Phó thủ tướng,2,0,,70,146,
0296,51/2012/TT-BGDĐT,TT,BGDĐT,22587,0.26153014652894546,Ngày 03-01-2013,2013-01-03,True,Phạm Vũ Luận,,Bộ trưởng,4,1,REPLACES,18,56,
0297,39/2013/TT-BGDĐT,TT,BGDĐT,18518,0.2743514988412948,Ngày 20-12-2013,2013-12-20,True,Nguyễn Vinh Hiển,,Thứ trưởng,8,1,REPEALS,19,77,
0298,1/2014/TT-TTCP,TT,TTCP,27712,0.24672970457106463,Ngày 12-5-2014,2014-05-12,True,Huỳnh Phong Tranh,,Tổng Thanh tra,4,0,,17,62,
0299,24/2016/TT-BGDĐT,TT,BGDĐT,24180,0.26404819835476767,ngày 14 tháng 11 năm 2016,2016-11-14,True,Phạm Mạnh Hùng,,Thứ trưởng,3,1,REPLACES,3,26,
0300,25/2019/TT-BGDĐT,TT,BGDĐT,10569,0.3017463110870448,Ngày 27-02-2020,2020-02-27,True,Nguyễn Văn Phúc,,Thứ trưởng,11,1,AMENDS,3,16,
0301,1/2021/TT-TTCP,TT,TTCP,16723,0.2698478676531715,Ngày 22-3-2021,2021-03-22,True,Lê Minh Khái,,Tổng Thanh tra,8,0,,14,30,
0302,3/2021/TT-TTCP,TT,TTCP,3445,0.26559865092748736,Ngày 10-10-2021,2021-10-10,True,Đoàn Hồng Phong,,Tổng Thanh tra,3,0,,5,15,
0303,4/2021/TT-TTCP,TT,TTCP,18073,0.2968063534978033,ngày 01 tháng 10 năm 2021,2021-10-01,True,Đoàn Hồng Phong,,Tổng Thanh tra,7,0,,12,28,
0304,5/2021/TT-TTCP,TT,TTCP,31174,0.3001434321935872,ngày 01 tháng 10 năm 2021,2021-10-01,True,,,,7,0,,32,40,
0305,6/2021/TT-TTCP,TT,TTCP,176196,0.26508057379242217,ngày 01 tháng 10 năm 2021,2021-10-01,True,Đoàn Hồng Phong,,Tổng Thanh tra,4,1,REPEALS,81,225,
0306,7/2021/TT-TTCP,TT,TTCP,17969,0.25294616036355233,ngày 01 tháng 10 năm 2021,2021-10-01,True,Đoàn Hồng Phong,,Tổng Thanh tra,12,1,REPEALS,16,57,
0308,1/2024/TT-TTCP,TT,TTCP,91486,0.28019524872555224,Ngày 14-02-2024,2024-02-14,True,Dương Quốc Huy,,Phó tổng Thanh tra,14,0,,11,104,
0309,2692/QĐ-BGDĐT,QĐ,BGDĐT,35592,0.2815875081327261,ngày 26 tháng 7 năm 2018,2018-07-26,True,Phạm Mạnh Hùng,,Thứ trưởng,4,0,,25,59,
0310,624/BGDĐT-TTR,CV,BGDĐT,5547,0.2987789683528532,ngày 28 tháng 02 năm 2022,2022-02-28,True,Phạm Ngọc Thưởng,,Thứ trưởng,0,1,AMENDS,0,0,
0323,86/2011/NĐ-CP,NĐ,CP,67104,0.250110748660948,Ngày 01-10-2011,2011-10-01,True,Nguyễn Tấn Dũng,,Thủ tướng,2,1,REPLACES,80,218,
0325,2/2021/TT-TTCP,TT,TTCP,75644,0.2778598227827892,Ngày 17-4-2021,2021-04-17,True,Lê Minh Khái,,Tổng Thanh tra,12,0,,11,106,
0328,14/2021/TT-BGDĐT,TT,BGDĐT,11285,0.3061703969333498,ngày 20 tháng 05 năm 2021,2021-05-20,True,Pham Ngoc Thuong,,Thứ trưởng,7,2,"AMENDED_BY,AMENDS",3,14,
0364,2140/QĐ-BGDĐT,QĐ,BGDĐT,6831,0.2805721096543504,ngày 15 tháng 08 năm 2024,2024-08-15,True,Phạm Ngọc Thưởng,,Thứ trưởng,3,0,,3,5,
0432,28/2024/TT-BGDĐT,TT,BGDĐT,30393,0.28482860865267984,ngày 26 tháng 12 năm 2024,2024-12-26,True,Phạm Ngọc Thưởng,,Thứ trưởng,6,1,AMENDS,18,75,
0447,84/2025/QH15,L,QH15,86372,0.25430919346982384,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XV, Kỳ họp thứ 9 thông qua ngày 25 tháng 6 năm 2025",2025-06-25,True,Trần Thanh Mẫn,,Chủ tịch,0,26,"AMENDED_BY,REPEALS",64,214,
0027,1605/QĐ-ĐHBK,QĐ,ĐHBK,39836,0.29428208386277,ngày 31 tháng 5 năm 2019,2019-05-31,True,Đoàn Quang Vinh,PGS.TS,Hiệu trưởng,8,0,,29,64,
0101,15/2003/QH11,L,QH11,56635,0.28861193177586336,"Luật này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam Khóa XI, kỳ họp thứ 4 thông qua ngày 26 tháng 11 năm 2003",2003-11-26,True,Nguyễn Văn An,,Chủ tịch,1,0,,99,119,
0118,91/2017/NĐ-CP,NĐ,CP,175079,0.2889016993740003,ngày 31 tháng 7 năm 2017,2017-07-31,True,Nguyễn Xuân Phúc,,Thủ tướng,2,2,"AMENDS,REPLACES",56,232,
0130,39/2013/QH13,L,QH13,45563,0.28612425583880324,"Luật này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIII, kỳ họp thứ 6 thông qua ngày 16 tháng 11 năm 2013",2013-11-16,True,Nguyễn Sinh Hùng,,Chủ tịch,1,2,"AMENDED_BY,AMENDS",2,97,
0139,27/2012/NĐ-CP,NĐ,CP,44743,0.30521891203632684,Ngày 23-04-2012,2012-04-23,True,Nguyễn Tấn Dũng,,Thủ tướng,2,2,REPEALS,41,65,
0178,4768/QĐ-ĐHĐN,QĐ,ĐHĐN,47341,0.2980182704374982,ngày 28 tháng 12 năm 2020,2020-12-28,True,Lê Thành Bắc,PGS.TS,Phó giám đốc,7,1,REPLACES,32,86,
0196,47/2005/QH11,L,QH11,58047,0.28745087509458833,ngày 14 tháng 6 năm 2005,2005-06-14,True,Nguyễn Văn An,,Chủ tịch,0,0,,33,93,
0197,12/2019/TT-BNV,TT,BNV,21828,0.2758190327613105,ngày 04 tháng 11 năm 2019,2019-11-04,True,Lê Vĩnh Tân,,Bộ trưởng,1,1,REPLACES,14,42,
0200,4079/ĐHĐN-TCCB,CV,ĐHĐN,55806,0.2986030418054587,ngày 24 tháng 6 năm 2022,2022-06-24,True,Nguyễn Ngọc Vũ,PGS.TS,Giám đốc,0,0,,0,0,
0207,4036/QĐ-ĐHĐN,QĐ,ĐHĐN,8143,0.3054298642533937,ngày 18 tháng 10 năm 2022,2022-10-18,True,Nguyễn Ngọc Vũ,PGS.TS,Giám đốc,5,1,REPLACES,7,13,
0219,2851/BGDĐT-TĐKT,CV,BGDĐT,13278,0.3060891838397951,ngày 12 tháng 7 năm 2021,2021-07-12,True,Ngô Thị Minh,,Thứ trưởng,1,0,,0,0,
0267,29/2023/TT-BGDĐT,TT,BGDĐT,34658,0.3033868092691622,ngày 29 tháng 12 năm 2023,2023-12-29,True,Ngô Thị Minh,,Thứ trưởng,2,1,REPLACES,15,68,
0285,6/2022/QH15,L,QH15,128381,0.2883837181623423,"Luật này được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XV, kỳ họp thứ 3 thông qua ngày 15 tháng 6 năm 2022",2022-06-15,True,Vương Đình Huệ,,Chủ tịch,1,1,AMENDED_BY,68,236,
0287,98/2023/NĐ-CP,NĐ,CP,242856,0.28007398975526465,ngày 31 tháng 12 năm 2023,2023-12-31,True,Iậng Danh Hiệu,,Chủ tịch,3,1,AMENDS,99,353,
0288,1/2024/TT-NBV,TT,NBV,21730,0.2794311961240798,ngày 24 tháng 02 năm 2024,2024-02-24,True,Phạm Thị Thanh Trà,,Bộ trưởng,3,0,,10,30,
0289,4996/QĐ-BGDĐT,QĐ,BGDĐT,9891,0.3131112469437653,ngày 31 tháng 12 năm 2021,2021-12-31,True,Ngô Thị Minh,,Thứ trưởng,3,0,,3,25,
0330,39/2023/TT-BGDĐT,TT,BGDĐT,32152,0.3028927167197154,ngày 29 tháng 12 năm 2023,2023-12-29,True,Ngô Thị Minh,,Thứ trưởng,2,1,REPLACES,15,68,
0331,39/2013/QH13,L,QH13,45547,0.2861329913903645,"Luật này đã được Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam khóa XIII, kỳ họp thứ 6 thông qua ngày 16 tháng 11 năm 2013",2013-11-16,True,Nguyễn Sinh Hùng,,Chủ tịch,1,2,"AMENDED_BY,AMENDS",2,97,
0332,800/CT-BGDĐT,CT,BGDĐT,13590,0.2943323532393795,ngày 24 tháng 8 năm 2021,2021-08-24,True,Nguyễn Kim Sơn,,Bộ trưởng,0,1,AMENDED_BY,0,0,
0333,4499/BGDĐT-GDĐH,CV,BGDĐT,16215,0.29755067567567567,ngày 06 tháng 10 năm 2021,2021-10-06,True,Hoàng Minh Sơn,,Phó bộ trưởng,0,0,,0,0,
0334,871/KH-BGDĐT,KH,BGDĐT,9592,0.2767087880528432,ngày 20 tháng 8 năm 2019,2019-08-20,True,Nguyễn Thị Nghĩa,,Thứ trưởng,0,0,,0,0,
0335,1374/KH-BGDĐT,KH,BGDĐT,10447,0.2844736842105263,ngày 02 tháng 11 năm 2020,2020-11-02,True,Ngô Thị Minh,,Phó bộ trưởng,0,0,,0,0,
0336,1176/KH-BGDĐT,KH,BGDĐT,17398,0.2852883483719105,ngày 27 tháng 10 năm 2021,2021-10-27,True,Ngô Thị Minh,,Thứ trưởng,0,0,,0,0,
0337,1965/BGDĐT-TĐKT,CV,BGDĐT,79510,0.2896814974348199,ngày 11 tháng 5 năm 2022,2022-05-11,True,Ngô Thị Minh,,Thứ trưởng,0,0,,0,0,
0338,621/BGDĐT-TĐKT,CV,BGDĐT,2254,0.3053152039555006,ngày 22 tháng 02 năm 2021,2021-02-22,True,Ngô Thị Minh,,Thứ trưởng,0,0,,0,0,
0339,4735/BGDĐT-GDĐH,CV,BGDĐT,13747,0.3004257847311615,ngày 23 tháng 9 năm 2022,2022-09-23,True,Hoàng Minh Sơn,,Thứ trưởng,0,0,,0,0,
0340,1375/KH-BGDĐT,KH,BGDĐT,10361,0.2857520137329988,ngày 02 tháng 11 năm 2020,2020-11-02,True,Ngô Thị Minh,,Thứ trưởng,0,0,,0,0,
0341,1368/BGDĐT-TCCB,CV,BGDĐT,4836,0.3244742990654206,ngày 31 tháng 03 năm 2023,2023-03-31,True,Ngô Thị Minh,,Thứ trưởng,0,0,,0,0,
0342,595/KH-BGDĐT,KH,BGDĐT,29049,0.2914338919925512,ngày 10 tháng 4 năm 2023,2023-04-10,True,Ngô Thị Minh,,Thứ trưởng,1,0,,0,0,
0361,2040/QĐ-BGDĐT,QĐ,BGDĐT,15921,0.3076852108128056,ngày 31 tháng 07 năm 2024,2024-07-31,True,Nguyễn Thị Kim Chi,,Thứ trưởng,3,1,REPLACES,3,17,
0369,3828/QĐ-ĐHĐN,QĐ,ĐHĐN,68162,0.3023110555902561,ngày 12 tháng 9 năm 2024,2024-09-12,True,Lê Thành Bắc,PGS.TS,Phó giám đốc,8,1,REPLACES,35,112,
0454,94/QĐ-ĐHĐN,QĐ,ĐHĐN,69888,0.31041295757523124,ngày 12 tháng 01 năm 2026,2026-01-12,True,Nguyễn Ngọc Vũ,PGS.TS,Giám đốc,3,0,,3,27,
0462,7/2026/TT-BGDĐT,TT,BGDĐT,89420,0.3036679768627384,ngày 15 tháng 02 năm 2026,2026-02-15,True,Phạm Ngọc Thưởng,,Thứ trưởng,5,1,REPLACES,32,138,
0470,1364/QĐ-ĐHĐN,QĐ,ĐHĐN,2629,0.32865168539325845,ngày 09 tháng 4 năm 2026,2026-04-09,True,Nguyễn Ngọc Vũ,PGS.TS,Giám đốc,6,0,,3,3,
0479,1609/QĐ-BGDĐT,QĐ,BGDĐT,20310,0.30318026344516413,Ngày 15/6/2026,2026-06-15,True,Hoàng Minh Sơn,,Bộ trưởng,4,1,REPLACES,14,37,
0142,3/2022/TT-BGDĐT,TT,BGDĐT,64012,0.3022200388331345,ngày 18 tháng 01 năm 2022,2022-01-18,True,Hoàng Minh Sơn,,Thứ trưởng,4,2,"AMENDED_BY,REPLACES",15,63,
0145,23/2021/TT-BGDĐT,TT,BGDĐT,35720,0.30861483880919327,ngày 30 tháng 8 năm 2021,2021-08-30,True,Hoàng Minh Sơn,,Thứ trưởng,4,1,REPLACES,21,88,
